Level 1,Level 2,Level 3,Level 4,Full URL,Page Name,Writer,Status,Priority,Research Summary,Writer Brief Link,AI Brief Link,Target Keywords,Volume,Phase,Notes
New Jersey Betting,Sportsbook Reviews,Hard Rock Bet,,https://www.topendsports.com/sport/betting/new-jersey/hard-rock-bet-review.htm,Hard Rock Bet New Jersey Review,Tom Goldsmith,Not Started,Medium,,,,hard rock bet new jersey,,PHASE 1,New Jersey Brand #8
New Jersey Betting,Sportsbook Reviews,Hard Rock Bet,Promo Code,https://www.topendsports.com/sport/betting/new-jersey/hard-rock-bet-promo-code.htm,Hard Rock Bet New Jersey Promo Code,Tom Goldsmith,Not Started,Medium,,,,hard rock bet promo code new jersey,,PHASE 1,New Jersey Hard Rock Bet Promo
New Jersey Betting,Sportsbook Reviews,BetParx,,https://www.topendsports.com/sport/betting/new-jersey/betparx-review.htm,BetParx New Jersey Review,Tom Goldsmith,Not Started,Medium,,,,betparx new jersey,,PHASE 1,New Jersey Brand #9
Arkansas Betting,,,,https://www.topendsports.com/sport/betting/arkansas/index.htm,Best Betting Sites in Arkansas,Lewis Humphries,Not Started,Low,,,,arkansas sports betting,1000,PHASE 1,Arkansas Hub - Legal - Not Targeting - Regulator: Arkansas Racing Commission
Arkansas Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/arkansas/betting-apps.htm,Best Betting Apps in Arkansas,Lewis Humphries,Not Started,Medium,,,,arkansas betting apps,300,PHASE 1,Arkansas Apps
Arkansas Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/arkansas/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Arkansas,Lewis Humphries,Not Started,Medium,,,,arkansas sportsbook bonuses promo codes,,PHASE 1,Arkansas Bonuses & Promo Codes - Combined page
Arkansas Betting,Sportsbook Reviews,Betly,,https://www.topendsports.com/sport/betting/arkansas/betly-review.htm,Betly Arkansas Review,Lewis Humphries,Not Started,Critical,,,,betly arkansas,,PHASE 1,Arkansas Brand #1
Arkansas Betting,Sportsbook Reviews,BetSaracen,,https://www.topendsports.com/sport/betting/arkansas/betsaracen-review.htm,BetSaracen Arkansas Review,Lewis Humphries,Not Started,Critical,,,,betsaracen arkansas,,PHASE 1,Arkansas Brand #2
Arkansas Betting,Sportsbook Reviews,Oaklawn Sports,,https://www.topendsports.com/sport/betting/arkansas/oaklawn-sports-review.htm,Oaklawn Sports Arkansas Review,Lewis Humphries,Not Started,High,,,,oaklawn sports arkansas,,PHASE 1,Arkansas Brand #3
Connecticut Betting,,,,https://www.topendsports.com/sport/betting/connecticut/index.htm,Best Betting Sites in Connecticut,Tom Goldsmith,Not Started,Low,,,,connecticut sports betting,1200,PHASE 1,Connecticut Hub - Legal - Not Targeting - Regulator: CT Department of Consumer Protection
Connecticut Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/connecticut/betting-apps.htm,Best Betting Apps in Connecticut,Tom Goldsmith,Not Started,Medium,,,,connecticut betting apps,200,PHASE 1,Connecticut Apps
Connecticut Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/connecticut/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Connecticut,Tom Goldsmith,Not Started,Medium,,,,connecticut sportsbook bonuses promo codes,,PHASE 1,Connecticut Bonuses & Promo Codes - Combined page
Connecticut Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/connecticut/draftkings-review.htm,DraftKings Connecticut Review,Tom Goldsmith,Not Started,Critical,,,,draftkings connecticut,,PHASE 1,Connecticut Brand #1
Connecticut Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/connecticut/draftkings-promo-code.htm,DraftKings Connecticut Promo Code,Tom Goldsmith,Not Started,High,,,,draftkings promo code connecticut,,PHASE 1,Connecticut DraftKings Promo
Connecticut Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/connecticut/fanduel-review.htm,FanDuel Connecticut Review,Tom Goldsmith,Not Started,Critical,,,,fanduel connecticut,,PHASE 1,Connecticut Brand #2
Connecticut Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/connecticut/fanduel-promo-code.htm,FanDuel Connecticut Promo Code,Tom Goldsmith,Not Started,High,,,,fanduel promo code connecticut,,PHASE 1,Connecticut FanDuel Promo
Connecticut Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/connecticut/fanatics-review.htm,Fanatics Connecticut Review,Tom Goldsmith,Not Started,High,,,,fanatics connecticut,,PHASE 1,Connecticut Brand #3
Connecticut Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/connecticut/fanatics-promo-code.htm,Fanatics Connecticut Promo Code,Tom Goldsmith,Not Started,Medium,,,,fanatics promo code connecticut,,PHASE 1,Connecticut Fanatics Promo
Delaware Betting,,,,https://www.topendsports.com/sport/betting/delaware/index.htm,Best Betting Sites in Delaware,Lewis Humphries,Not Started,Low,,,,delaware sports betting,1400,PHASE 1,Delaware Hub - Legal - Not Targeting (Monopoly) - Regulator: Delaware Lottery
Delaware Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/delaware/betting-apps.htm,Best Betting Apps in Delaware,Lewis Humphries,Not Started,Medium,,,,delaware betting apps,200,PHASE 1,Delaware Apps
Delaware Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/delaware/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Delaware,Lewis Humphries,Not Started,Medium,,,,delaware sportsbook bonuses promo codes,,PHASE 1,Delaware Bonuses & Promo Codes - Combined page
Delaware Betting,Sportsbook Reviews,BetRivers,,https://www.topendsports.com/sport/betting/delaware/betrivers-review.htm,BetRivers Delaware Review,Lewis Humphries,Not Started,Critical,,,,betrivers delaware,,PHASE 1,Delaware Brand #1
Delaware Betting,Sportsbook Reviews,BetRivers,Promo Code,https://www.topendsports.com/sport/betting/delaware/betrivers-promo-code.htm,BetRivers Delaware Promo Code,Lewis Humphries,Not Started,Medium,,,,betrivers promo code delaware,,PHASE 1,Delaware BetRivers Promo
Florida Betting,,,,https://www.topendsports.com/sport/betting/florida/index.htm,Best Betting Sites in Florida,Tom Goldsmith,Not Started,Low,,,,florida sports betting,6000,PHASE 1,Florida Hub - Legal - Not Targeting (Tribal Monopoly) - Regulator: Florida Gaming Control Commission
Florida Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/florida/betting-apps.htm,Best Betting Apps in Florida,Tom Goldsmith,Not Started,Medium,,,,florida betting apps,900,PHASE 1,Florida Apps
Florida Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/florida/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Florida,Tom Goldsmith,Not Started,Medium,,,,florida sportsbook bonuses promo codes,,PHASE 1,Florida Bonuses & Promo Codes - Combined page
Florida Betting,Sportsbook Reviews,Hard Rock Bet,,https://www.topendsports.com/sport/betting/florida/hard-rock-bet-review.htm,Hard Rock Bet Florida Review,Tom Goldsmith,Not Started,Critical,,,,hard rock bet florida,,PHASE 1,Florida Brand #1
Florida Betting,Sportsbook Reviews,Hard Rock Bet,Promo Code,https://www.topendsports.com/sport/betting/florida/hard-rock-bet-promo-code.htm,Hard Rock Bet Florida Promo Code,Tom Goldsmith,Not Started,Medium,,,,hard rock bet promo code florida,,PHASE 1,Florida Hard Rock Bet Promo
Iowa Betting,,,,https://www.topendsports.com/sport/betting/iowa/index.htm,Best Betting Sites in Iowa,Lewis Humphries,Not Started,Low,,,,iowa sports betting,1500,PHASE 1,Iowa Hub - Legal - Not Targeting - Regulator: Iowa Racing and Gaming Commission
Iowa Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/iowa/betting-apps.htm,Best Betting Apps in Iowa,Lewis Humphries,Not Started,Medium,,,,iowa betting apps,250,PHASE 1,Iowa Apps
Iowa Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/iowa/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Iowa,Lewis Humphries,Not Started,Medium,,,,iowa sportsbook bonuses promo codes,,PHASE 1,Iowa Bonuses & Promo Codes - Combined page
Iowa Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/iowa/fanduel-review.htm,FanDuel Iowa Review,Lewis Humphries,Not Started,Critical,,,,fanduel iowa,,PHASE 1,Iowa Brand #1
Iowa Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/iowa/fanduel-promo-code.htm,FanDuel Iowa Promo Code,Lewis Humphries,Not Started,High,,,,fanduel promo code iowa,,PHASE 1,Iowa FanDuel Promo
Iowa Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/iowa/draftkings-review.htm,DraftKings Iowa Review,Lewis Humphries,Not Started,Critical,,,,draftkings iowa,,PHASE 1,Iowa Brand #2
Iowa Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/iowa/draftkings-promo-code.htm,DraftKings Iowa Promo Code,Lewis Humphries,Not Started,High,,,,draftkings promo code iowa,,PHASE 1,Iowa DraftKings Promo
Iowa Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/iowa/betmgm-review.htm,BetMGM Iowa Review,Lewis Humphries,Not Started,High,,,,betmgm iowa,,PHASE 1,Iowa Brand #3
Iowa Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/iowa/betmgm-promo-code.htm,BetMGM Iowa Promo Code,Lewis Humphries,Not Started,High,,,,betmgm promo code iowa,,PHASE 1,Iowa BetMGM Promo
Iowa Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/iowa/caesars-review.htm,Caesars Iowa Review,Lewis Humphries,Not Started,High,,,,caesars iowa,,PHASE 1,Iowa Brand #4
Iowa Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/iowa/caesars-promo-code.htm,Caesars Iowa Promo Code,Lewis Humphries,Not Started,Medium,,,,caesars promo code iowa,,PHASE 1,Iowa Caesars Promo
Iowa Betting,Sportsbook Reviews,bet365,,https://www.topendsports.com/sport/betting/iowa/bet365-review.htm,bet365 Iowa Review,Lewis Humphries,Not Started,High,,,,bet365 iowa,,PHASE 1,Iowa Brand #5
Iowa Betting,Sportsbook Reviews,bet365,Promo Code,https://www.topendsports.com/sport/betting/iowa/bet365-promo-code.htm,bet365 Iowa Promo Code,Lewis Humphries,Not Started,Medium,,,,bet365 promo code iowa,,PHASE 1,Iowa bet365 Promo
Iowa Betting,Sportsbook Reviews,BetRivers,,https://www.topendsports.com/sport/betting/iowa/betrivers-review.htm,BetRivers Iowa Review,Lewis Humphries,Not Started,Medium,,,,betrivers iowa,,PHASE 1,Iowa Brand #6
Iowa Betting,Sportsbook Reviews,BetRivers,Promo Code,https://www.topendsports.com/sport/betting/iowa/betrivers-promo-code.htm,BetRivers Iowa Promo Code,Lewis Humphries,Not Started,Medium,,,,betrivers promo code iowa,,PHASE 1,Iowa BetRivers Promo
Iowa Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/iowa/fanatics-review.htm,Fanatics Iowa Review,Lewis Humphries,Not Started,Medium,,,,fanatics iowa,,PHASE 1,Iowa Brand #7
Iowa Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/iowa/fanatics-promo-code.htm,Fanatics Iowa Promo Code,Lewis Humphries,Not Started,Medium,,,,fanatics promo code iowa,,PHASE 1,Iowa Fanatics Promo
Iowa Betting,Sportsbook Reviews,Hard Rock Bet,,https://www.topendsports.com/sport/betting/iowa/hard-rock-bet-review.htm,Hard Rock Bet Iowa Review,Lewis Humphries,Not Started,Medium,,,,hard rock bet iowa,,PHASE 1,Iowa Brand #8
Iowa Betting,Sportsbook Reviews,Hard Rock Bet,Promo Code,https://www.topendsports.com/sport/betting/iowa/hard-rock-bet-promo-code.htm,Hard Rock Bet Iowa Promo Code,Lewis Humphries,Not Started,Medium,,,,hard rock bet promo code iowa,,PHASE 1,Iowa Hard Rock Bet Promo
Iowa Betting,Sportsbook Reviews,Circa Sports,,https://www.topendsports.com/sport/betting/iowa/circa-sports-review.htm,Circa Sports Iowa Review,Lewis Humphries,Not Started,Medium,,,,circa sports iowa,,PHASE 1,Iowa Brand #9
Maine Betting,,,,https://www.topendsports.com/sport/betting/maine/index.htm,Best Betting Sites in Maine,Tom Goldsmith,Not Started,Low,,,,maine sports betting,900,PHASE 1,Maine Hub - Legal - Not Targeting - Regulator: Maine Gambling Control Unit
Maine Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/maine/betting-apps.htm,Best Betting Apps in Maine,Tom Goldsmith,Not Started,Medium,,,,maine betting apps,150,PHASE 1,Maine Apps
Maine Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/maine/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Maine,Tom Goldsmith,Not Started,Medium,,,,maine sportsbook bonuses promo codes,,PHASE 1,Maine Bonuses & Promo Codes - Combined page
Maine Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/maine/draftkings-review.htm,DraftKings Maine Review,Tom Goldsmith,Not Started,Critical,,,,draftkings maine,,PHASE 1,Maine Brand #1
Maine Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/maine/draftkings-promo-code.htm,DraftKings Maine Promo Code,Tom Goldsmith,Not Started,High,,,,draftkings promo code maine,,PHASE 1,Maine DraftKings Promo
Maine Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/maine/caesars-review.htm,Caesars Maine Review,Tom Goldsmith,Not Started,Critical,,,,caesars maine,,PHASE 1,Maine Brand #2
Maine Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/maine/caesars-promo-code.htm,Caesars Maine Promo Code,Tom Goldsmith,Not Started,Medium,,,,caesars promo code maine,,PHASE 1,Maine Caesars Promo
New Hampshire Betting,,,,https://www.topendsports.com/sport/betting/new-hampshire/index.htm,Best Betting Sites in New Hampshire,Lewis Humphries,Not Started,Low,,,,new hampshire sports betting,600,PHASE 1,New Hampshire Hub - Legal - Not Targeting (Exclusive) - Regulator: New Hampshire Lottery Commission
New Hampshire Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/new-hampshire/betting-apps.htm,Best Betting Apps in New Hampshire,Lewis Humphries,Not Started,Medium,,,,new hampshire betting apps,40,PHASE 1,New Hampshire Apps
New Hampshire Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/new-hampshire/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in New Hampshire,Lewis Humphries,Not Started,Medium,,,,new hampshire sportsbook bonuses promo codes,,PHASE 1,New Hampshire Bonuses & Promo Codes - Combined page
New Hampshire Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/new-hampshire/draftkings-review.htm,DraftKings New Hampshire Review,Lewis Humphries,Not Started,Critical,,,,draftkings new hampshire,,PHASE 1,New Hampshire Brand #1
New Hampshire Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/new-hampshire/draftkings-promo-code.htm,DraftKings New Hampshire Promo Code,Lewis Humphries,Not Started,High,,,,draftkings promo code new hampshire,,PHASE 1,New Hampshire DraftKings Promo
New York Betting,,,,https://www.topendsports.com/sport/betting/new-york/index.htm,Best Betting Sites in New York,Tom Goldsmith,Not Started,Low,,,,new york sports betting,1500,PHASE 1,New York Hub - Legal - Not Targeting - Regulator: New York State Gaming Commission
New York Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/new-york/betting-apps.htm,Best Betting Apps in New York,Tom Goldsmith,Not Started,Medium,,,,ny betting apps,600,PHASE 1,New York Apps
New York Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/new-york/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in New York,Tom Goldsmith,Not Started,Medium,,,,new york sportsbook bonuses promo codes,,PHASE 1,New York Bonuses & Promo Codes - Combined page
New York Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/new-york/fanduel-review.htm,FanDuel New York Review,Tom Goldsmith,Not Started,Critical,,,,fanduel new york,,PHASE 1,New York Brand #1
New York Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/new-york/fanduel-promo-code.htm,FanDuel New York Promo Code,Tom Goldsmith,Not Started,High,,,,fanduel promo code new york,,PHASE 1,New York FanDuel Promo
New York Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/new-york/draftkings-review.htm,DraftKings New York Review,Tom Goldsmith,Not Started,Critical,,,,draftkings new york,,PHASE 1,New York Brand #2
New York Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/new-york/draftkings-promo-code.htm,DraftKings New York Promo Code,Tom Goldsmith,Not Started,High,,,,draftkings promo code new york,,PHASE 1,New York DraftKings Promo
New York Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/new-york/betmgm-review.htm,BetMGM New York Review,Tom Goldsmith,Not Started,High,,,,betmgm new york,,PHASE 1,New York Brand #3
New York Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/new-york/betmgm-promo-code.htm,BetMGM New York Promo Code,Tom Goldsmith,Not Started,High,,,,betmgm promo code new york,,PHASE 1,New York BetMGM Promo
New York Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/new-york/caesars-review.htm,Caesars New York Review,Tom Goldsmith,Not Started,High,,,,caesars new york,,PHASE 1,New York Brand #4
New York Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/new-york/caesars-promo-code.htm,Caesars New York Promo Code,Tom Goldsmith,Not Started,Medium,,,,caesars promo code new york,,PHASE 1,New York Caesars Promo
New York Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/new-york/fanatics-review.htm,Fanatics New York Review,Tom Goldsmith,Not Started,High,,,,fanatics new york,,PHASE 1,New York Brand #5
New York Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/new-york/fanatics-promo-code.htm,Fanatics New York Promo Code,Tom Goldsmith,Not Started,Medium,,,,fanatics promo code new york,,PHASE 1,New York Fanatics Promo
New York Betting,Sportsbook Reviews,theScore Bet,,https://www.topendsports.com/sport/betting/new-york/thescore-bet-review.htm,theScore Bet New York Review,Tom Goldsmith,Not Started,Medium,,,,thescore bet new york,,PHASE 1,New York Brand #6
New York Betting,Sportsbook Reviews,Bally Bet,,https://www.topendsports.com/sport/betting/new-york/bally-bet-review.htm,Bally Bet New York Review,Tom Goldsmith,Not Started,Medium,,,,bally bet new york,,PHASE 1,New York Brand #7
New York Betting,Sportsbook Reviews,WynnBET,,https://www.topendsports.com/sport/betting/new-york/wynnbet-review.htm,WynnBET New York Review,Tom Goldsmith,Not Started,Medium,,,,wynnbet new york,,PHASE 1,New York Brand #8
Oregon Betting,,,,https://www.topendsports.com/sport/betting/oregon/index.htm,Best Betting Sites in Oregon,Lewis Humphries,Not Started,Low,,,,oregon sports betting,1200,PHASE 1,Oregon Hub - Legal - Not Targeting (Exclusive) - Regulator: Oregon Lottery
Oregon Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/oregon/betting-apps.htm,Best Betting Apps in Oregon,Lewis Humphries,Not Started,Medium,,,,oregon betting apps,100,PHASE 1,Oregon Apps
Oregon Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/oregon/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Oregon,Lewis Humphries,Not Started,Medium,,,,oregon sportsbook bonuses promo codes,,PHASE 1,Oregon Bonuses & Promo Codes - Combined page
Oregon Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/oregon/draftkings-review.htm,DraftKings Oregon Review,Lewis Humphries,Not Started,Critical,,,,draftkings oregon,,PHASE 1,Oregon Brand #1
Oregon Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/oregon/draftkings-promo-code.htm,DraftKings Oregon Promo Code,Lewis Humphries,Not Started,High,,,,draftkings promo code oregon,,PHASE 1,Oregon DraftKings Promo
Puerto Rico Betting,,,,https://www.topendsports.com/sport/betting/puerto-rico/index.htm,Best Betting Sites in Puerto Rico,Tom Goldsmith,Not Started,Low,,,,puerto rico sports betting,150,PHASE 1,Puerto Rico Hub - Legal - Not Targeting - Regulator: Puerto Rico Gaming Commission
Puerto Rico Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/puerto-rico/betting-apps.htm,Best Betting Apps in Puerto Rico,Tom Goldsmith,Not Started,Medium,,,,puerto rico betting apps,20,PHASE 1,Puerto Rico Apps
Puerto Rico Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/puerto-rico/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Puerto Rico,Tom Goldsmith,Not Started,Medium,,,,puerto rico sportsbook bonuses promo codes,,PHASE 1,Puerto Rico Bonuses & Promo Codes - Combined page
Puerto Rico Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/puerto-rico/betmgm-review.htm,BetMGM Puerto Rico Review,Tom Goldsmith,Not Started,Critical,,,,betmgm puerto rico,,PHASE 1,Puerto Rico Brand #1
Puerto Rico Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/puerto-rico/betmgm-promo-code.htm,BetMGM Puerto Rico Promo Code,Tom Goldsmith,Not Started,High,,,,betmgm promo code puerto rico,,PHASE 1,Puerto Rico BetMGM Promo
Puerto Rico Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/puerto-rico/caesars-review.htm,Caesars Puerto Rico Review,Tom Goldsmith,Not Started,Critical,,,,caesars puerto rico,,PHASE 1,Puerto Rico Brand #2
Puerto Rico Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/puerto-rico/caesars-promo-code.htm,Caesars Puerto Rico Promo Code,Tom Goldsmith,Not Started,Medium,,,,caesars promo code puerto rico,,PHASE 1,Puerto Rico Caesars Promo
Rhode Island Betting,,,,https://www.topendsports.com/sport/betting/rhode-island/index.htm,Best Betting Sites in Rhode Island,Lewis Humphries,Not Started,Low,,,,rhode island sports betting,1200,PHASE 1,Rhode Island Hub - Legal - Not Targeting (Monopoly) - Regulator: Rhode Island Lottery
Rhode Island Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/rhode-island/betting-apps.htm,Best Betting Apps in Rhode Island,Lewis Humphries,Not Started,Medium,,,,rhode island betting apps,100,PHASE 1,Rhode Island Apps
Rhode Island Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/rhode-island/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Rhode Island,Lewis Humphries,Not Started,Medium,,,,rhode island sportsbook bonuses promo codes,,PHASE 1,Rhode Island Bonuses & Promo Codes - Combined page
Rhode Island Betting,Sportsbook Reviews,Sportsbook Rhode Island,,https://www.topendsports.com/sport/betting/rhode-island/sportsbook-ri-review.htm,Sportsbook Rhode Island Rhode Island Review,Lewis Humphries,Not Started,Critical,,,,sportsbook rhode island rhode island,,PHASE 1,Rhode Island Brand #1
Vermont Betting,,,,https://www.topendsports.com/sport/betting/vermont/index.htm,Best Betting Sites in Vermont,Tom Goldsmith,Not Started,Low,,,,vermont sports betting,800,PHASE 1,Vermont Hub - Legal - Not Targeting - Regulator: Vermont Department of Liquor and Lottery
Vermont Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/vermont/betting-apps.htm,Best Betting Apps in Vermont,Tom Goldsmith,Not Started,Medium,,,,vermont betting apps,200,PHASE 1,Vermont Apps
Vermont Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/vermont/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Vermont,Tom Goldsmith,Not Started,Medium,,,,vermont sportsbook bonuses promo codes,,PHASE 1,Vermont Bonuses & Promo Codes - Combined page
Vermont Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/vermont/draftkings-review.htm,DraftKings Vermont Review,Tom Goldsmith,Not Started,Critical,,,,draftkings vermont,,PHASE 1,Vermont Brand #1
Vermont Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/vermont/draftkings-promo-code.htm,DraftKings Vermont Promo Code,Tom Goldsmith,Not Started,High,,,,draftkings promo code vermont,,PHASE 1,Vermont DraftKings Promo
Vermont Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/vermont/fanduel-review.htm,FanDuel Vermont Review,Tom Goldsmith,Not Started,Critical,,,,fanduel vermont,,PHASE 1,Vermont Brand #2
Vermont Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/vermont/fanduel-promo-code.htm,FanDuel Vermont Promo Code,Tom Goldsmith,Not Started,High,,,,fanduel promo code vermont,,PHASE 1,Vermont FanDuel Promo
Vermont Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/vermont/fanatics-review.htm,Fanatics Vermont Review,Tom Goldsmith,Not Started,High,,,,fanatics vermont,,PHASE 1,Vermont Brand #3
Vermont Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/vermont/fanatics-promo-code.htm,Fanatics Vermont Promo Code,Tom Goldsmith,Not Started,Medium,,,,fanatics promo code vermont,,PHASE 1,Vermont Fanatics Promo
Wyoming Betting,,,,https://www.topendsports.com/sport/betting/wyoming/index.htm,Best Betting Sites in Wyoming,Lewis Humphries,Not Started,Low,,,,wyoming sports betting,700,PHASE 1,Wyoming Hub - Legal - Not Targeting - Regulator: Wyoming Gaming Commission
Wyoming Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/wyoming/betting-apps.htm,Best Betting Apps in Wyoming,Lewis Humphries,Not Started,Medium,,,,wyoming betting apps,200,PHASE 1,Wyoming Apps
Wyoming Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/wyoming/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Wyoming,Lewis Humphries,Not Started,Medium,,,,wyoming sportsbook bonuses promo codes,,PHASE 1,Wyoming Bonuses & Promo Codes - Combined page
Wyoming Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/wyoming/fanduel-review.htm,FanDuel Wyoming Review,Lewis Humphries,Not Started,Critical,,,,fanduel wyoming,,PHASE 1,Wyoming Brand #1
Wyoming Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/wyoming/fanduel-promo-code.htm,FanDuel Wyoming Promo Code,Lewis Humphries,Not Started,High,,,,fanduel promo code wyoming,,PHASE 1,Wyoming FanDuel Promo
Wyoming Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/wyoming/draftkings-review.htm,DraftKings Wyoming Review,Lewis Humphries,Not Started,Critical,,,,draftkings wyoming,,PHASE 1,Wyoming Brand #2
Wyoming Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/wyoming/draftkings-promo-code.htm,DraftKings Wyoming Promo Code,Lewis Humphries,Not Started,High,,,,draftkings promo code wyoming,,PHASE 1,Wyoming DraftKings Promo
Wyoming Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/wyoming/betmgm-review.htm,BetMGM Wyoming Review,Lewis Humphries,Not Started,High,,,,betmgm wyoming,,PHASE 1,Wyoming Brand #3
